x1,x2
-1.3834228321611395,0
0.491178373092682,0
-0.5288271494701126,0
-0.3594548294366645,0
0.1733399735133974,0
1.2207369790094917,0
-1.5819463201835462,0
-1.650701828603716,0
1.1590374421970189,0
0.18713238336158367,0
-0.7771864790212275,0
0.9313951956907709,0
-1.3220987023010633,0
1.4735967778757997,0
1.5221666354467291,0
0.36096756930108453,0
-1.6108022901030739,0
0.28713475019827894,0
-0.4194712701353023,0
0.5836351392773259,0
0.9853117201755993,0
0.9572558553284626,0
0.9796280418041966,0
-0.8813178615386594,0
-0.12758364916783627,0
-0.3162258417066866,0
-2.1386630313506436,0
0.07823511812153129,0
0.5752623316594888,0
0.7697695700978655,0
-1.5858085350226394,0
-0.2959130746268431,0
-0.5815508866132016,0
-0.27325274218326895,0
1.7208331886966555,0
1.4744435548271677,0
-1.3234821667410843,0
-0.3153418982185197,0
0.43543176216125645,0
-0.7297666154157901,0
-2.943116077951952,0
0.8839823782416062,0
-0.932018502680607,0
-0.28230241280870744,0
0.6623443876079148,0
2.4331225128717984,0
1.3210787264195536,0
1.0856151022180058,0
-0.36061144518562066,0
0.10372751049841063,0
0.11388308849907161,0
1.6132547670259219,0
-0.9782359318359118,0
-0.25036734930869115,0
0.9048730252762981,0
1.8950920321382263,0
-0.08300532719564503,0
2.8589840255978327,0
0.2673575786124849,0
0.07141458044476441,0
1.1834884148135107,0
-1.2984995353258533,0
0.7074412433555702,0
-2.013164246064277,0
0.7186939363073819,0
-0.973264296080788,0
-0.09218227186543079,0
-0.746396510090419,0
0.44256741935611515,0
-1.1367602503704906,0
-1.435092445579,0
0.27974540868169145,0
0.17324234699849525,0
-0.6051943734358309,0
-3.0666351984143385,0
-0.13388615265549406,0
1.593714343034306,0
0.3008442289889457,0
-2.197577874639781,0
-1.8236498842932565,0
0.7303235365441568,0
0.32614181505616097,0
-0.45336376845463056,0
-0.9241938674170592,0
0.5017491929660454,0
0.9618815820756407,0
-0.1764386621678427,0
-0.1905985146941765,0
1.2455564872095597,0
0.7923349587085259,0
-0.8274104513696144,0
0.6385099616009969,0
1.030131867986656,0
0.49210283359926205,0
0.21875928044856485,0
-1.1867619800728724,0
-1.7052275187402484,0
0.4685703726513523,0
0.9849755936730734,0
0.05120883684249585,0
-0.27415585641155915,1
-0.751594768957091,1
0.61140602898948,1
-0.41612688118643026,1
0.11159417254372943,1
0.7277906244541541,1
0.29027503716510017,1
1.7029794218103664,1
1.256274824595876,1
-0.7635950718140287,1
0.7000694611927344,1
-0.1161874043320771,1
-0.9469106732433843,1
1.9387532044316496,1
-0.6585231580635885,1
0.9922277516492899,1
0.18329698241295522,1
2.331949754031599,1
1.8462606001283863,1
-0.22131647516427558,1
-0.112314365937352,1
-0.7938971818132661,1
-0.0717830821941954,1
0.10705850948282021,1
-0.027536089169654655,1
-0.7516716557963834,1
-0.028170148404339037,1
-1.5353943908504453,1
0.26766179683197544,1
-0.006138386719679339,1
1.3314270790291018,1
0.7496141995097957,1
-0.14755837481631331,1
1.7237600436110267,1
0.9647743798661391,1
-0.4710399095223082,1
0.8091078161758821,1
0.13061368224470357,1
1.6557535236280168,1
0.40612247834619253,1
0.1277080350785043,1
0.5220209267077132,1
0.2604252734337157,1
-0.9680970165434601,1
-0.9391149913725083,1
-0.34156484826981365,1
1.9461607881716962,1
-1.2012150311646133,1
0.8996400080870287,1
1.0491596956617801,1
0.3203008756161507,1
0.5115709032836929,1
-0.6846664871234406,1
0.7934037793741939,1
1.429028890989747,1
0.0989262244690243,1
0.7815633169427754,1
0.15447501094613586,1
-0.562952488819605,1
-0.16489432963435754,1
-0.20934356831929501,1
0.7841436704248348,1
0.6802110723933177,1
0.6342249504319007,1
-0.8908958518351242,1
0.3621334615431362,1
-0.57288277967046,1
1.2666683465146202,1
0.08862542046596956,1
0.21562131645717195,1
-1.187595850387505,1
1.3249818083997351,1
2.184083302600507,1
-0.28136928462679556,1
1.7041651521232015,1
-1.0215829524116007,1
-0.9797611357946178,1
-1.3035154753926252,1
0.4802248311247746,1
1.536022154399894,1
-1.3532820804296837,1
-0.1628163348976235,1
-0.6787997739073963,1
1.7310536101653764,1
-2.1913791444901096,1
0.5197392998338507,1
-1.2514378597647384,1
0.42055320424642867,1
0.6426378170548226,1
-0.9051570602043233,1
0.3433363274889581,1
-0.24786167547954427,1
0.36551731793722053,1
0.09612366734630344,1
-0.19556835228716776,1
-0.0271111171017305,1
-1.520283923043408,1
-1.227090166834483,1
-0.7244842483263285,1
-1.6161092739928944,1
